Time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10
31542;13955;24558;14722;25803;5345;44986;44378;27831;7,37;41,42
31543;13970;24567;14732;25762;5325;45059;44396;27750;7,45;41,43
31544;13974;24525;14712;25851;5355;44998;44333;27760;7,37;41,42
31545;13946;24477;14747;25798;5321;44999;44351;27711;7,37;41,44
31546;13932;24495;14753;25797;5344;44969;44377;27744;7,37;41,44
31547;13994;24552;14838;25792;5311;44994;44373;27721;7,37;41,44
31548;13851;24518;14749;25774;5309;45030;44396;27759;7,37;41,44
31549;13867;24526;14678;25797;5281;44995;44362;27744;7,45;41,44
31550;13897;24513;14711;25741;5324;44947;44381;27681;7,41;41,44
31551;13941;24465;14676;25848;5295;44971;44424;27786;7,48;41,45
31552;13955;24443;14762;25811;5414;44999;44449;27788;7,41;41,43
31553;13962;24561;14712;25799;5279;44969;44467;27714;7,45;41,44
31554;14012;24562;14768;25767;5342;44986;44391;27700;7,37;41,44
31555;13846;24536;14783;25735;5393;45026;44356;27715;7,37;41,43
31556;13988;24507;14680;25750;5305;45033;44366;27735;7,41;41,43
31557;13879;24612;14776;25775;5331;45048;44338;27721;7,45;41,44
31558;13918;24558;14670;25786;5322;45008;44352;27677;7,37;41,44
31559;14023;24551;14655;25800;5254;44997;44404;27758;7,37;41,44
31560;13897;24543;14729;25788;5339;44985;44371;27753;7,52;41,44
31561;13912;24499;14737;25727;5342;45041;44400;27759;7,45;41,43
31562;13996;24538;14709;25811;5382;45002;44383;27753;7,37;41,44
31563;13941;24581;14719;25814;5318;45025;44366;27786;7,41;41,43
31564;13985;24536;14724;25853;5299;44972;44373;27749;7,37;41,43
31565;13965;24518;14645;25876;5410;44991;44405;27774;7,45;41,44
31566;14022;24538;14756;25804;5350;45012;44398;27709;7,37;41,45
31567;13965;24540;14774;25848;5332;45006;44371;27783;7,45;41,42
31568;13936;24483;14749;25718;5403;45015;44406;27677;7,37;41,44
31569;13936;24528;14697;25847;5327;45080;44318;27727;7,37;41,42
31570;13947;24466;14748;25707;5374;45105;44369;27707;7,52;41,43
31571;13944;24524;14748;25821;5337;45088;44421;27737;7,45;41,45
31572;13910;24549;14643;25804;5396;45071;44457;27755;7,45;41,44
31573;13940;24568;14743;25774;5384;45131;44408;27670;7,45;41,42
31574;13992;24510;14703;25646;5302;44996;44432;27771;7,41;41,42
31575;13949;24568;14758;25771;5303;45005;44401;27772;7,37;41,42
31576;13947;24563;14790;25804;5354;45052;44395;27761;7,45;41,43
31577;13957;24588;14778;25775;5285;44987;44358;27739;7,37;41,43
31578;14002;24574;14742;25781;5303;45029;44381;27713;7,37;41,44
31579;13941;24524;14693;25761;5359;45020;44419;27687;7,34;41,45
31580;14026;24484;14732;25689;5349;45077;44424;27641;7,37;41,44
31581;13945;24512;14755;25821;5376;45047;44385;27729;7,45;41,43
31582;13938;24535;14767;25794;5235;45015;44455;27710;7,45;41,42
31583;13941;24515;14726;25772;5341;45060;44385;27732;7,37;41,44
31584;13931;24483;14703;25827;5416;44990;44410;27667;7,37;41,42
31585;14017;24594;14795;25712;5298;44993;44304;27759;7,37;41,43
31586;14010;24542;14722;25774;5383;45021;44339;27665;7,37;41,43
31587;13989;24551;14701;25792;5361;44978;44329;27727;7,45;41,44
31588;14021;24522;14744;25781;5248;44990;44389;27693;7,37;41,42
31589;13933;24610;14720;25806;5348;44988;44316;27765;7,45;41,43
31590;14007;24595;14676;25826;5309;44999;44406;27727;7,45;41,44
31591;13966;24523;14632;25835;5348;44933;44340;27720;7,37;41,43
31592;13978;24446;14666;25898;5335;44978;44350;27746;7,37;41,43
31593;13904;24571;14661;25839;5404;44963;44378;27764;7,45;41,42
31594;13966;24561;14704;25741;5334;44966;44423;27733;7,45;41,43
31595;13974;24550;14645;25774;5302;45052;44351;27775;7,45;41,43
31596;13953;24500;14685;25683;5382;45001;44324;27714;7,37;41,45
31597;13946;24573;14708;25740;5369;44972;44401;27694;7,45;41,46
31598;13952;24501;14673;25758;5343;45006;44352;27771;7,45;41,44
31599;13922;24464;14671;25749;5352;45017;44420;27745;7,37;41,44
31600;14002;24544;14755;25675;5317;45037;44325;27755;7,45;41,44
31601;13941;24551;14744;25799;5312;45001;44313;27786;7,45;41,43
31602;13863;24570;14693;25802;5392;45078;44364;27694;7,37;41,44
31603;13937;24492;14692;25769;5288;45078;44401;27785;7,37;41,44
31604;13891;24529;14765;25808;5305;45056;44359;27675;7,45;41,44
31605;13924;24487;14761;25904;5331;45066;44309;27750;7,37;41,43
31606;13943;24483;14648;25814;5283;44911;44439;27775;7,45;41,43
31607;13951;24573;14700;25763;5290;45027;44404;27695;7,37;41,44
31608;13922;24480;14723;25899;5399;45044;44384;27704;7,37;41,45
31609;13936;24607;14707;25838;5409;44992;44355;27717;7,3;41,44
31610;13910;24522;14634;25844;5318;44945;44399;27684;7,37;41,44
31611;13873;24513;14692;25803;5248;45024;44423;27700;7,52;41,43
31612;13956;24555;14735;25822;5348;45048;44390;27681;7,37;41,44
31613;13901;24517;14744;25869;5386;45053;44419;27730;7,37;41,44
31614;13940;24530;14806;25783;5330;45035;44381;27810;7,45;41,46
31615;13954;24609;14723;25779;5303;45002;44404;27741;7,37;41,44
31616;13979;24540;14695;25755;5305;45004;44331;27714;7,52;41,44
31617;13899;24458;14753;25791;5390;45018;44365;27703;7,37;41,44
31618;13985;24515;14711;25820;5331;45054;44329;27744;7,45;41,43
31619;13993;24532;14717;25748;5314;45011;44491;27784;7,45;41,45
31620;13946;24546;14699;25760;5355;45013;44386;27700;7,45;41,45
31621;13890;24525;14728;25760;5327;45016;44371;27737;7,45;41,45
31622;13921;24565;14731;25823;5351;45010;44341;27732;7,37;41,45
31623;13955;24574;14733;25766;5259;44932;44358;27786;7,45;41,44
31624;13989;24504;14776;25776;5333;45017;44395;27773;7,37;41,45
31625;13944;24544;14665;25774;5411;45013;44372;27666;7,45;41,44
31626;13985;24544;14673;25751;5353;44983;44407;27693;7,45;41,45
31627;13952;24546;14775;25755;5327;44981;44401;27716;7,45;41,44
31628;13960;24565;14698;25756;5319;44953;44354;27695;7,37;41,44
31629;13962;24559;14768;25805;5354;45027;44403;27724;7,45;41,44
31630;13948;24519;14719;25782;5340;44991;44352;27702;7,45;41,46
31631;13910;24567;14702;25880;5327;44976;44458;27817;7,45;41,44
31632;13967;24480;14742;25775;5351;45052;44443;27676;7,45;41,45
31633;13922;24572;14822;25808;5427;44978;44433;27749;7,45;41,44
31634;13946;24576;14719;25796;5364;44982;44419;27771;7,45;41,45
31635;13918;24574;14746;25771;5334;45015;44429;27753;7,45;41,44
31636;13889;24532;14746;25809;5342;45061;44465;27707;7,45;41,43
31637;14044;24605;14747;25805;5345;45064;44393;27762;7,37;41,42
31638;13918;24591;14665;25807;5338;45011;44355;27735;7,37;41,43
31639;13971;24503;14766;25784;5377;44947;44418;27728;7,37;41,43
31640;13980;24572;14702;25808;5409;45071;44410;27688;7,37;41,43
31641;13911;24501;14717;25799;5327;45038;44443;27726;7,45;41,43
31642;13999;24595;14746;25764;5341;45027;44385;27772;7,37;41,43
31643;13948;24558;14739;25817;5414;45032;44443;27756;7,37;41,44
31644;13915;24548;14788;25820;5319;45070;44464;27761;7,41;41,45
31645;13957;24610;14724;25737;5308;44986;44391;27747;7,37;41,45
31646;13892;24561;14743;25834;5407;45004;44433;27693;7,37;41,46
31647;13943;24452;14773;25731;5263;44968;44370;27624;7,37;41,44
31648;13945;24575;14780;25787;5295;45002;44393;27699;7,45;41,44
31649;14045;24560;14744;25792;5344;45001;44420;27711;7,45;41,44
31650;13981;24526;14716;25831;5348;44957;44368;27741;7,37;41,43
31651;14065;24575;14760;25879;5322;44965;44398;27712;7,45;41,44
31652;13981;24568;14684;25817;5403;45083;44407;27631;7,37;41,46
31653;13948;24524;14788;25775;5349;45062;44407;27678;7,37;41,45
31654;14007;24568;14783;25831;5372;45047;44434;27693;7,37;41,45
31655;14010;24576;14722;25813;5308;45085;44366;27676;7,37;41,44
31656;13968;24506;14702;25830;5348;45026;44431;27771;7,37;41,44
31657;13996;24577;14771;25761;5330;45049;44435;27761;7,37;41,45
31658;13942;24571;14757;25740;5269;45054;44405;27675;7,37;41,45
31659;13976;24563;14730;25817;5326;45076;44340;27739;7,37;41,45
31660;13908;24579;14680;25838;5316;45132;44456;27786;7,37;41,45
31661;14007;24600;14732;25899;5349;44927;44392;27740;7,37;41,45
31662;13966;24603;14747;25777;5347;45054;44386;27759;7,52;41,46
31663;13921;24584;14813;25783;5361;45043;44426;27738;7,37;41,44
31664;13929;24572;14726;25826;5332;45083;44423;27690;7,45;41,45
31665;14031;24561;14687;25834;5398;45068;44366;27735;7,45;41,45
31666;13996;24554;14732;25760;5325;44979;44348;27739;7,37;41,45
31667;13923;24526;14676;25806;5392;45046;44456;27718;7,37;41,44
31668;13951;24568;14720;25714;5304;45026;44449;27740;7,45;41,45
31669;13937;24558;14739;25711;5391;44979;44386;27734;7,37;41,45
31670;13947;24488;14699;25727;5367;45050;44411;27662;7,37;41,45
31671;13963;24583;14773;25791;5325;45118;44373;27711;7,45;41,44
31672;13963;24560;14743;25852;5319;44989;44490;27670;7,37;41,45
31673;13962;24541;14705;25781;5401;44993;44370;27659;7,37;41,45
31674;13929;24599;14731;25780;5359;44961;44399;27702;7,45;41,46
31675;13962;24598;14686;25772;5279;45061;44376;27689;7,37;41,45
31676;13941;24635;14749;25820;5333;45052;44399;27749;7,45;41,47
31677;13988;24531;14706;25781;5348;45076;44399;27809;7,37;41,46
31678;14011;24496;14761;25822;5355;45000;44374;27817;7,37;41,45
31679;14008;24557;14683;25761;5367;45067;44435;27746;7,37;41,46
31680;13975;24580;14722;25736;5329;45059;44337;27747;7,45;41,46
31681;13929;24570;14751;25679;5342;44981;44347;27746;7,45;41,46
31682;13952;24605;14737;25734;5369;44998;44354;27722;7,37;41,45
31683;13925;24607;14662;25809;5333;45029;44326;27733;7,37;41,47
31684;13955;24596;14707;25811;5329;45033;44475;27720;7,37;41,45
31685;14005;24571;14743;25874;5250;45057;44425;27740;7,37;41,47
31686;13963;24602;14739;25836;5294;44933;44497;27766;7,37;41,45
31687;13899;24523;14802;25812;5333;44935;44443;27690;7,37;41,45
31688;13937;24569;14694;25798;5339;44989;44371;27741;7,45;41,46
31689;13945;24493;14725;25802;5362;44975;44345;27723;7,45;41,45
31690;13911;24517;14778;25812;5347;44984;44449;27768;7,37;41,46
31691;13960;24558;14706;25863;5320;44992;44463;27705;7,37;41,45
31692;13904;24454;14727;25776;5352;44988;44392;27713;7,37;41,45
31693;14035;24594;14791;25892;5367;44944;44384;27702;7,37;41,45
31694;13874;24577;14845;25776;5351;44959;44384;27767;7,45;41,46
31695;13969;24548;14709;25810;5248;44967;44375;27628;7,45;41,45
31696;13962;24572;14700;25805;5363;45012;44432;27673;7,34;41,45
31697;13974;24536;14790;25797;5354;45040;44381;27691;7,37;41,45
31698;13917;24538;14739;25677;5365;44986;44423;27713;7,45;41,44
31699;14035;24493;14677;25815;5382;44951;44388;27741;7,45;41,45
31700;13991;24600;14746;25830;5361;44987;44449;27747;7,37;41,45
31701;13952;24561;14805;25757;5324;44954;44435;27764;7,45;41,45
31702;13974;24562;14693;25852;5271;45025;44302;27698;7,45;41,45
31703;13912;24584;14733;25803;5298;45078;44471;27696;7,37;41,44
31704;13940;24577;14693;25873;5326;45009;44500;27674;7,37;41,46
31705;13964;24591;14729;25826;5314;44997;44385;27684;7,45;41,45
31706;13997;24520;14769;25755;5343;44977;44446;27804;7,41;41,46
31707;13951;24593;14756;25845;5424;45015;44437;27668;7,37;41,47
31708;13989;24540;14769;25877;5351;45017;44393;27665;7,37;41,46
31709;13975;24567;14717;25893;5312;44986;44402;27699;7,37;41,44
31710;13966;24506;14765;25846;5370;44973;44422;27698;7,45;41,45
31711;14007;24544;14803;25879;5345;44980;44420;27750;7,37;41,46
31712;13980;24610;14667;25871;5312;44931;44377;27797;7,37;41,45
31713;14014;24558;14760;25774;5432;45004;44444;27714;7,45;41,46
31714;13941;24641;14738;25853;5287;45059;44392;27694;7,37;41,44
31715;14003;24575;14786;25909;5303;44967;44354;27690;7,45;41,45
31716;14004;24564;14739;25749;5282;45076;44435;27786;7,45;41,45
31717;13975;24550;14708;25816;5299;45006;44410;27675;7,37;41,48
31718;13946;24603;14733;25806;5361;45092;44403;27754;7,45;41,45
31719;13916;24586;14705;25797;5357;45085;44422;27772;7,45;41,45
31720;14011;24623;14773;25793;5266;45080;44404;27677;7,45;41,46
31721;14000;24545;14745;25804;5374;44996;44353;27702;7,37;41,44
31722;14021;24633;14735;25814;5334;44977;44424;27738;7,37;41,46
31723;14029;24538;14780;25783;5326;45039;44390;27769;7,45;41,45
31724;13909;24535;14779;25828;5382;45044;44307;27750;7,41;41,45
31725;14002;24536;14799;25769;5328;44971;44463;27702;7,37;41,44
31726;13975;24590;14767;25857;5340;44923;44400;27664;7,37;41,45
31727;14006;24603;14725;25806;5370;44989;44420;27613;7,52;41,46
31728;13939;24583;14769;25841;5348;45080;44445;27707;7,45;41,45
31729;13958;24611;14717;25863;5361;44988;44378;27738;7,45;41,46
31730;14007;24562;14759;25825;5371;45038;44408;27706;7,37;41,45
31731;14013;24639;14700;25814;5304;44988;44451;27850;7,37;41,45
31732;13962;24578;14737;25842;5370;45094;44356;27751;7,37;41,45
31733;14056;24586;14789;25810;5372;45048;44346;27760;7,37;41,45
31734;13959;24598;14784;25793;5421;45059;44307;27684;7,37;41,45
31735;13942;24604;14692;25806;5405;45097;44439;27784;7,45;41,47
31736;14033;24582;14771;25806;5310;45048;44344;27691;7,37;41,46
31737;14024;24624;14769;25762;5385;45049;44416;27779;7,37;41,45
31738;14030;24642;14710;25812;5323;45070;44417;27759;7,37;41,47
31739;13965;24616;14713;25792;5320;44995;44411;27663;7,45;41,45
31740;13899;24534;14802;25764;5308;45056;44404;27768;7,37;41,46
31741;13961;24591;14817;25806;5274;45066;44427;27777;7,3;41,46
31742;13966;24597;14781;25764;5344;45047;44441;27715;7,37;41,45
31743;13976;24584;14790;25842;5411;45028;44423;27778;7,45;41,46
31744;13973;24656;14698;25812;5319;45046;44474;27717;7,45;41,47
31745;13970;24623;14666;25777;5377;45063;44455;27713;7,37;41,46
31746;13997;24604;14780;25818;5337;45092;44327;27675;7,37;41,46
31747;13933;24626;14716;25780;5336;45057;44453;27780;7,45;41,47
31748;13960;24558;14776;25847;5317;45039;44444;27738;7,45;41,48
31749;13965;24597;14778;25872;5300;45053;44443;27730;7,37;41,46
31750;14060;24538;14781;25757;5319;45027;44450;27726;7,37;41,46
31751;14003;24584;14766;25900;5361;45070;44387;27742;7,45;41,46
31752;13908;24582;14663;25817;5352;45079;44464;27690;7,45;41,46
31753;13997;24566;14756;25787;5366;45053;44346;27700;7,37;41,45
31754;13987;24626;14745;25762;5313;45007;44474;27790;7,45;41,45
31755;13994;24554;14801;25817;5372;45066;44431;27766;7,37;41,46
31756;13937;24592;14697;25802;5266;45046;44407;27784;7,45;41,45
31757;13964;24570;14790;25837;5363;45074;44419;27719;7,45;41,47
31758;14011;24492;14732;25886;5348;45046;44392;27781;7,37;41,46
31759;13968;24571;14829;25835;5328;45025;44414;27733;7,37;41,45
31760;13980;24609;14719;25786;5296;45105;44462;27737;7,45;41,47
31761;13970;24552;14750;25815;5341;45006;44358;27724;7,37;41,45
31762;13929;24687;14702;25828;5412;45034;44423;27757;7,37;41,46
31763;14004;24639;14811;25773;5413;45107;44470;27733;7,45;41,45
31764;13882;24607;14789;25847;5344;45019;44425;27740;7,37;41,46
31765;13959;24607;14745;25822;5415;45105;44453;27774;7,37;41,47
31766;14004;24614;14718;25790;5337;45004;44428;27662;7,37;41,48
31767;13996;24650;14716;25832;5329;45048;44366;27664;7,37;41,46
31768;13956;24605;14748;25849;5323;45134;44448;27723;7,45;41,46
31769;14009;24658;14774;25843;5348;45072;44461;27717;7,37;41,46
31770;13958;24551;14813;25843;5293;45007;44402;27703;7,37;41,45
31771;13951;24633;14735;25791;5353;44956;44352;27736;7,37;41,46
31772;14014;24678;14748;25836;5332;45020;44343;27780;7,37;41,47
31773;13930;24617;14799;25757;5355;45023;44476;27695;7,52;41,47
31774;13988;24595;14746;25750;5351;45000;44473;27794;7,45;41,47
31775;13924;24580;14728;25781;5351;45008;44411;27724;7,45;41,46
31776;14014;24579;14700;25744;5362;45013;44408;27714;7,37;41,47
31777;13980;24592;14719;25829;5358;45009;44428;27712;7,45;41,46
31778;14001;24582;14785;25812;5371;44978;44399;27699;7,45;41,46
31779;14019;24619;14750;25774;5309;44961;44426;27778;7,37;41,46
31780;13942;24560;14754;25865;5353;45085;44424;27725;7,45;41,46
31781;14080;24518;14773;25806;5321;44969;44484;27781;7,45;41,47
31782;14046;24596;14760;25745;5336;45043;44468;27738;7,37;41,47
31783;14022;24596;14793;25799;5312;45030;44452;27723;7,37;41,46
31784;14039;24617;14712;25823;5383;45030;44441;27642;7,37;41,48
31785;14057;24611;14778;25798;5311;45053;44384;27799;7,45;41,46
31786;13989;24596;14700;25812;5290;44976;44445;27795;7,45;41,47
31787;13968;24589;14747;25801;5366;44976;44417;27756;7,45;41,46
31788;14002;24622;14760;25913;5325;44994;44399;27760;7,45;41,46
31789;13960;24600;14752;25841;5305;45029;44453;27693;7,37;41,46
31790;13984;24566;14753;25877;5304;45041;44430;27768;7,45;41,46
31791;14008;24593;14743;25856;5338;45047;44432;27730;7,45;41,44
31792;13981;24666;14789;25864;5343;45026;44448;27729;7,41;41,48
31793;13961;24520;14782;25864;5303;45055;44442;27749;7,3;41,46
31794;14030;24628;14726;25885;5349;45086;44434;27719;7,45;41,46
31795;14008;24552;14769;25810;5362;45030;44387;27684;7,52;41,46
31796;14026;24616;14804;25934;5295;45052;44468;27641;7,45;41,46
31797;13942;24598;14834;25823;5416;45120;44413;27672;7,37;41,48
31798;13993;24545;14787;25825;5284;45059;44445;27697;7,45;41,46
31799;13966;24629;14740;25852;5352;44975;44395;27793;7,34;41,46
31800;14004;24615;14778;25757;5383;45045;44456;27759;7,45;41,48
31801;13987;24554;14740;25794;5251;45105;44410;27753;7,45;41,45
31802;14041;24540;14714;25808;5330;44994;44431;27773;7,37;41,45
31803;13972;24543;14748;25789;5373;45097;44467;27759;7,45;41,45
31804;13898;24544;14807;25777;5328;45154;44409;27706;7,37;41,46
31805;13945;24616;14795;25729;5290;45084;44428;27756;7,37;41,46
31806;13988;24624;14722;25744;5326;45048;44451;27754;7,34;41,47
31807;13935;24598;14736;25785;5404;45020;44433;27714;7,37;41,46
31808;13951;24663;14719;25821;5373;45091;44415;27750;7,37;41,45
31809;14005;24635;14783;25710;5386;45115;44427;27775;7,37;41,46
31810;13946;24642;14775;25830;5330;45053;44390;27699;7,37;41,46
31811;13952;24573;14684;25777;5318;45107;44427;27736;7,37;41,46
31812;13990;24614;14681;25777;5328;45114;44435;27704;7,37;41,47
31813;13911;24649;14756;25764;5410;45042;44337;27711;7,37;41,47
31814;13954;24544;14709;25769;5352;45092;44479;27776;7,45;41,46
31815;14041;24522;14696;25693;5353;45089;44380;27727;7,37;41,46
31816;13986;24610;14745;25769;5328;45118;44493;27825;7,34;41,46
31817;13961;24610;14826;25757;5388;45049;44409;27829;7,37;41,47
31818;13956;24600;14713;25825;5382;45097;44389;27737;7,37;41,46
31819;13961;24655;14733;25777;5283;45053;44400;27689;7,37;41,46
31820;14028;24505;14787;25757;5393;45015;44433;27779;7,37;41,46
31821;14015;24553;14776;25793;5350;45075;44318;27764;7,41;41,47
31822;13958;24618;14674;25777;5288;44987;44394;27770;7,45;41,46
31823;14011;24518;14747;25831;5402;45002;44396;27788;7,45;41,46
31824;13968;24553;14714;25783;5304;44974;44397;27775;7,45;41,46
31825;14057;24636;14690;25767;5382;45040;44455;27763;7,3;41,47
31826;14003;24600;14777;25856;5299;44993;44410;27699;7,41;41,47
31827;14004;24514;14647;25833;5235;44959;44476;27757;7,37;41,47
31828;13996;24608;14710;25883;5290;44999;44440;27768;7,41;41,46
31829;13958;24537;14738;25830;5385;44980;44424;27735;7,37;41,47
31830;13937;24570;14720;25820;5333;44905;44386;27722;7,41;41,47
31831;13985;24589;14750;25815;5334;44964;44452;27743;7,37;41,47
31832;13958;24701;14785;25801;5312;45055;44428;27743;7,37;41,47
31833;14041;24615;14739;25847;5365;45012;44444;27619;7,37;41,46
31834;13917;24602;14794;25862;5270;45042;44369;27705;7,37;41,48
31835;14026;24575;14760;25808;5242;45106;44408;27753;7,37;41,46
31836;13950;24627;14696;25722;5440;45048;44454;27767;7,37;41,46
31837;13996;24540;14680;25764;5358;45046;44354;27734;7,45;41,47
31838;14026;24576;14771;25758;5344;45083;44356;27729;7,37;41,48
31839;13938;24585;14789;25786;5401;45109;44395;27753;7,37;41,47
31840;13922;24505;14708;25796;5361;45049;44404;27790;7,45;41,47
31841;14011;24532;14775;25748;5348;45015;44411;27727;7,45;41,47
31842;13973;24571;14656;25844;5422;45010;44362;27730;7,37;41,46
31843;13896;24561;14741;25867;5359;45100;44370;27765;7,37;41,47
31844;14000;24561;14783;25840;5335;45012;44425;27768;7,37;41,47
31845;14018;24620;14723;25865;5319;45073;44383;27746;7,45;41,47
31846;13953;24600;14695;25778;5291;45063;44360;27735;7,37;41,46
31847;13900;24557;14790;25807;5268;44973;44405;27708;7,37;41,46
31848;13974;24592;14734;25783;5358;45054;44416;27778;7,41;41,47
31849;13976;24631;14780;25868;5325;45034;44417;27716;7,3;41,47
31850;13945;24536;14683;25772;5350;45046;44414;27773;7,37;41,46
31851;13986;24578;14761;25836;5399;45039;44404;27790;7,37;41,48
31852;13991;24531;14755;25808;5356;45010;44386;27772;7,37;41,47
31853;13942;24625;14725;25758;5320;44948;44489;27772;7,45;41,47
31854;13991;24599;14681;25891;5263;45103;44419;27671;7,45;41,48
31855;13961;24545;14701;25749;5385;45130;44383;27729;7,41;41,49
31856;13989;24598;14754;25811;5324;45058;44359;27775;7,37;41,47
31857;13926;24586;14739;25802;5340;45071;44409;27710;7,37;41,47
31858;13999;24524;14731;25862;5328;45057;44446;27774;7,37;41,47
31859;13974;24626;14769;25829;5371;44992;44346;27700;7,37;41,48
31860;13925;24536;14762;25838;5301;45072;44348;27781;7,34;41,47
31861;13966;24627;14643;25805;5315;44989;44422;27736;7,45;41,48
31862;13959;24557;14797;25865;5340;45071;44435;27737;7,37;41,48
31863;14011;24592;14733;25783;5288;45010;44391;27761;7,37;41,47
31864;13957;24463;14786;25769;5374;44964;44346;27775;7,37;41,47
31865;14032;24583;14649;25910;5326;45023;44362;27691;7,45;41,49
31866;14018;24594;14657;25884;5364;44982;44471;27774;7,37;41,48
31867;13970;24504;14767;25854;5379;44978;44446;27725;7,41;41,48
31868;13951;24594;14736;25866;5294;44962;44401;27813;7,37;41,47
31869;13967;24617;14666;25806;5323;44962;44368;27761;7,37;41,48
31870;13961;24573;14679;25822;5388;44969;44428;27776;7,45;41,47
31871;13997;24542;14765;25780;5368;44994;44420;27718;7,45;41,48
31872;14015;24608;14751;25833;5370;45093;44396;27798;7,37;41,48
31873;14024;24568;14706;25809;5379;44905;44419;27708;7,37;41,49
31874;13985;24579;14758;25764;5344;45030;44443;27831;7,37;41,48
31875;13961;24617;14630;25757;5340;45005;44503;27749;7,45;41,48
31876;13970;24594;14714;25822;5349;45106;44348;27800;7,37;41,49
31877;13913;24539;14750;25754;5382;45032;44419;27666;7,37;41,48
31878;13957;24597;14702;25797;5408;45073;44380;27707;7,37;41,5
31879;13867;24517;14749;25779;5292;45072;44430;27782;7,37;41,49
31880;14041;24613;14745;25828;5326;45116;44420;27728;7,37;41,49
31881;13936;24588;14743;25820;5383;44980;44432;27729;7,37;41,48
31882;13945;24592;14742;25772;5328;45026;44467;27698;7,41;41,49
31883;13940;24506;14711;25741;5414;45016;44329;27752;7,37;41,48
31884;13967;24575;14721;25761;5329;45098;44383;27757;7,45;41,48
31885;13959;24604;14729;25852;5321;45022;44419;27719;7,37;41,48
31886;13943;24605;14761;25733;5370;45078;44371;27779;7,37;41,47
31887;13976;24595;14766;25869;5347;44974;44402;27710;7,45;41,47
31888;14016;24576;14740;25726;5325;44953;44406;27722;7,45;41,48
31889;13958;24598;14725;25778;5331;44974;44418;27727;7,37;41,49
31890;14030;24630;14740;25765;5379;45033;44442;27699;7,45;41,48
31891;13873;24523;14795;25826;5377;44997;44413;27740;7,37;41,47
31892;14024;24581;14743;25787;5345;45015;44408;27704;7,45;41,49
31893;13905;24521;14738;25692;5328;44966;44409;27764;7,37;41,47
31894;13959;24568;14840;25833;5419;44907;44396;27701;7,45;41,48
31895;13942;24576;14707;25819;5313;44966;44365;27755;7,45;41,48
31896;13915;24582;14737;25810;5263;45024;44396;27672;7,37;41,47
31897;13938;24621;14763;25851;5267;45015;44364;27721;7,49;41,48
31898;14031;24653;14722;25771;5357;45043;44413;27822;7,45;41,49
31899;13870;24611;14791;25842;5281;44988;44371;27754;7,37;41,49
31900;13953;24555;14746;25845;5330;45059;44433;27729;7,37;41,49
31901;13941;24579;14722;25808;5317;45019;44456;27797;7,45;41,5
31902;13971;24612;14742;25761;5382;45011;44405;27601;7,37;41,5
31903;13920;24636;14824;25844;5389;45023;44408;27747;7,45;41,49
31904;13954;24478;14734;25766;5338;45076;44356;27728;7,37;41,5
31905;13958;24564;14726;25814;5332;44982;44441;27770;7,37;41,5
31906;13879;24625;14776;25759;5425;44975;44426;27728;7,45;41,48
31907;13947;24563;14799;25743;5321;45059;44436;27801;7,37;41,48
31908;13938;24636;14764;25806;5350;45012;44373;27769;7,45;41,5
31909;13947;24640;14753;25833;5311;45028;44326;27781;7,37;41,48
31910;13999;24601;14751;25766;5323;44970;44394;27778;7,45;41,48
31911;13979;24633;14723;25825;5348;45056;44451;27761;7,37;41,49
31912;13966;24632;14792;25818;5338;45083;44398;27699;7,37;41,49
31913;13975;24565;14775;25829;5385;44937;44385;27664;7,3;41,49
31914;13974;24559;14783;25756;5379;45013;44421;27776;7,41;41,5
31915;13967;24628;14679;25818;5317;44964;44358;27783;7,37;41,49
31916;13962;24633;14736;25736;5408;45014;44425;27745;7,37;41,49
31917;13936;24528;14745;25800;5314;45028;44396;27703;7,37;41,49
31918;14000;24616;14788;25800;5296;44961;44356;27753;7,45;41,49
31919;14019;24614;14773;25834;5407;45062;44343;27748;7,45;41,48
31920;13938;24654;14743;25790;5331;45039;44421;27719;7,37;41,49
31921;13921;24660;14730;25779;5341;44936;44329;27722;7,37;41,49
31922;13904;24581;14704;25735;5292;45000;44419;27756;7,37;41,5
31923;14002;24603;14780;25854;5297;45026;44425;27725;7,37;41,49
31924;13985;24634;14752;25783;5342;44955;44410;27713;7,37;41,5
31925;13969;24510;14743;25785;5369;44978;44403;27728;7,45;41,5
31926;13937;24512;14674;25816;5305;45041;44397;27774;7,37;41,48
31927;13979;24548;14753;25816;5456;45088;44442;27763;7,34;41,49
31928;13980;24496;14683;25784;5369;44995;44345;27742;7,45;41,5
31929;13954;24570;14794;25837;5356;45042;44377;27696;7,37;41,48
31930;13914;24543;14719;25832;5378;44958;44380;27829;7,45;41,49
31931;13929;24605;14740;25820;5378;45054;44359;27672;7,37;41,49
31932;13962;24650;14764;25822;5325;45055;44404;27834;7,37;41,5
31933;13987;24582;14822;25812;5343;44997;44408;27771;7,45;41,5
31934;13929;24538;14690;25779;5265;45045;44366;27766;7,37;41,48
31935;13981;24602;14706;25786;5381;45025;44409;27709;7,45;41,49
31936;13936;24603;14765;25818;5357;45090;44422;27718;7,37;41,5
31937;13981;24555;14674;25781;5424;44947;44422;27776;7,37;41,49
31938;14013;24543;14708;25812;5330;45009;44346;27705;7,45;41,48
31939;13933;24655;14724;25727;5402;45002;44439;27673;7,45;41,48
31940;13945;24622;14784;25753;5274;45081;44431;27762;7,37;41,49
