Time;R1;R2;R3;R4;R5;R6;R7;R8;R9;R10;R11;R12;R13;R14;R15;R16;R17;Humidity;Temperature
33607.0;13973.0;24680.0;14741.0;25810.0;5328.0;45025.0;44384.0;27758.0;7.38;41.64;;;;;;;;;
33608.0;13998.0;24542.0;14728.0;25803.0;5328.0;45028.0;44433.0;27772.0;7.38;41.63;;;;;;;;;
33609.0;13995.0;24618.0;14692.0;25806.0;5291.0;45029.0;44389.0;27721.0;7.38;41.64;;;;;;;;;
33610.0;13940.0;24609.0;14805.0;25818.0;5334.0;45001.0;44360.0;27750.0;7.53;41.64;;;;;;;;;
33611.0;13964.0;24583.0;14705.0;25786.0;5411.0;45008.0;44413.0;27792.0;7.45;41.61;;;;;;;;;
33612.0;13995.0;24531.0;14779.0;25752.0;5424.0;45126.0;44354.0;27852.0;7.38;41.62;;;;;;;;;
33613.0;13918.0;24523.0;14723.0;25784.0;5332.0;45048.0;44390.0;27816.0;7.38;41.63;;;;;;;;;
33614.0;13917.0;24566.0;14761.0;25736.0;5295.0;45009.0;44405.0;27817.0;7.38;41.63;;;;;;;;;
33615.0;13961.0;24563.0;14698.0;25742.0;5315.0;44988.0;44356.0;27716.0;7.38;41.62;;;;;;;;;
33616.0;13968.0;24573.0;14731.0;25760.0;5391.0;44974.0;44437.0;27771.0;7.38;41.62;;;;;;;;;
33617.0;13907.0;24575.0;14736.0;25737.0;5329.0;44979.0;44301.0;27703.0;7.38;41.62;;;;;;;;;
33618.0;13963.0;24568.0;14741.0;25835.0;5380.0;44979.0;44407.0;27780.0;7.38;41.61;;;;;;;;;
33619.0;13920.0;24526.0;14790.0;25847.0;5336.0;45019.0;44358.0;27795.0;7.38;41.63;;;;;;;;;
33620.0;13975.0;24516.0;14835.0;25804.0;5336.0;44981.0;44370.0;27800.0;7.38;41.63;;;;;;;;;
33621.0;13932.0;24756.0;14751.0;25818.0;5349.0;45066.0;44284.0;27758.0;7.45;41.63;;;;;;;;;
33622.0;13976.0;24639.0;14820.0;25809.0;5316.0;45011.0;44370.0;27749.0;7.34;41.63;;;;;;;;;
33623.0;13961.0;24600.0;14735.0;25826.0;5372.0;45064.0;44403.0;27732.0;7.38;41.63;;;;;;;;;
33624.0;13946.0;24606.0;14703.0;25841.0;5292.0;45033.0;44339.0;27822.0;7.45;41.62;;;;;;;;;
33625.0;13921.0;24555.0;14742.0;25886.0;5353.0;45127.0;44355.0;27846.0;7.38;41.63;;;;;;;;;
33626.0;13945.0;24518.0;14775.0;25809.0;5370.0;44988.0;44367.0;27784.0;7.3;41.61;;;;;;;;;
33627.0;13933.0;24559.0;14726.0;25779.0;5352.0;45070.0;44358.0;27843.0;7.45;41.62;;;;;;;;;
33628.0;13922.0;24596.0;14738.0;25826.0;5354.0;45055.0;44375.0;27819.0;7.45;41.61;;;;;;;;;
33629.0;13898.0;24614.0;14792.0;25767.0;5341.0;45027.0;44356.0;27828.0;7.3;41.63;;;;;;;;;
33630.0;13969.0;24530.0;14716.0;25821.0;5350.0;45050.0;44412.0;27781.0;7.38;41.63;;;;;;;;;
33631.0;13943.0;24634.0;14773.0;25791.0;5369.0;45053.0;44347.0;27727.0;7.45;41.63;;;;;;;;;
33632.0;13918.0;24614.0;14692.0;25801.0;5400.0;45070.0;44445.0;27809.0;7.45;41.62;;;;;;;;;
33633.0;14000.0;24681.0;14775.0;25792.0;5342.0;45039.0;44381.0;27732.0;7.45;41.63;;;;;;;;;
33634.0;14018.0;24647.0;14660.0;25789.0;5362.0;45115.0;44372.0;27813.0;7.38;41.62;;;;;;;;;
33635.0;13961.0;24561.0;14818.0;25861.0;5372.0;45091.0;44400.0;27756.0;7.38;41.63;;;;;;;;;
33636.0;13924.0;24653.0;14763.0;25737.0;5381.0;45131.0;44404.0;27724.0;7.38;41.64;;;;;;;;;
33637.0;13925.0;24647.0;14808.0;25827.0;5382.0;45087.0;44367.0;27797.0;7.53;41.64;;;;;;;;;
33638.0;13938.0;24511.0;14791.0;25822.0;5314.0;44999.0;44400.0;27735.0;7.45;41.62;;;;;;;;;
33639.0;13841.0;24619.0;14718.0;25868.0;5380.0;45066.0;44339.0;27681.0;7.38;41.62;;;;;;;;;
33640.0;13951.0;24581.0;14793.0;25842.0;5319.0;45092.0;44437.0;27805.0;7.38;41.63;;;;;;;;;
33641.0;13980.0;24625.0;14797.0;25800.0;5358.0;45047.0;44263.0;27748.0;7.45;41.64;;;;;;;;;
33642.0;13950.0;24574.0;14752.0;25820.0;5363.0;45012.0;44436.0;27824.0;7.45;41.63;;;;;;;;;
33643.0;13858.0;24527.0;14687.0;25786.0;5276.0;45081.0;44407.0;27782.0;7.45;41.62;;;;;;;;;
33644.0;13974.0;24548.0;14769.0;25865.0;5387.0;45150.0;44370.0;27782.0;7.38;41.62;;;;;;;;;
33645.0;13954.0;24546.0;14760.0;25845.0;5331.0;45111.0;44414.0;27792.0;7.3;41.63;;;;;;;;;
33646.0;14019.0;24560.0;14717.0;25825.0;5322.0;45051.0;44377.0;27765.0;7.38;41.63;;;;;;;;;
33647.0;13942.0;24565.0;14705.0;25766.0;5362.0;45064.0;44380.0;27745.0;7.38;41.63;;;;;;;;;
33648.0;13966.0;24553.0;14739.0;25821.0;5325.0;44989.0;44361.0;27822.0;7.38;41.63;;;;;;;;;
33649.0;13932.0;24569.0;14730.0;25855.0;5383.0;45070.0;44343.0;27804.0;7.38;41.62;;;;;;;;;
33650.0;13932.0;24608.0;14767.0;25764.0;5402.0;45097.0;44456.0;27732.0;7.38;41.62;;;;;;;;;
33651.0;13844.0;24616.0;14705.0;25855.0;5371.0;45066.0;44341.0;27723.0;7.38;41.62;;;;;;;;;
33652.0;13933.0;24543.0;14778.0;25851.0;5288.0;45075.0;44399.0;27822.0;7.38;41.64;;;;;;;;;
33653.0;13934.0;24587.0;14729.0;25840.0;5288.0;45042.0;44406.0;27759.0;7.38;41.64;;;;;;;;;
33654.0;13979.0;24610.0;14755.0;25818.0;5312.0;45027.0;44451.0;27820.0;7.38;41.62;;;;;;;;;
33655.0;13934.0;24598.0;14675.0;25860.0;5309.0;45072.0;44356.0;27789.0;7.38;41.63;;;;;;;;;
33656.0;13974.0;24540.0;14708.0;25802.0;5347.0;45071.0;44416.0;27777.0;7.3;41.64;;;;;;;;;
33657.0;13939.0;24598.0;14738.0;25820.0;5293.0;45074.0;44362.0;27790.0;7.45;41.63;;;;;;;;;
33658.0;13900.0;24561.0;14731.0;25830.0;5360.0;45079.0;44425.0;27745.0;7.38;41.61;;;;;;;;;
33659.0;13955.0;24552.0;14754.0;25875.0;5378.0;45035.0;44427.0;27821.0;7.38;41.62;;;;;;;;;
33660.0;13978.0;24583.0;14745.0;25869.0;5292.0;45095.0;44370.0;27779.0;7.3;41.62;;;;;;;;;
33661.0;13950.0;24623.0;14714.0;25833.0;5429.0;45021.0;44375.0;27753.0;7.38;41.62;;;;;;;;;
33662.0;13918.0;24637.0;14816.0;25869.0;5415.0;45002.0;44360.0;27781.0;7.38;41.62;;;;;;;;;
33663.0;14002.0;24569.0;14769.0;25781.0;5235.0;44995.0;44403.0;27765.0;7.38;41.62;;;;;;;;;
33664.0;13949.0;24585.0;14760.0;25903.0;5349.0;45084.0;44452.0;27778.0;7.38;41.64;;;;;;;;;
33665.0;13915.0;24648.0;14751.0;25835.0;5405.0;45016.0;44423.0;27845.0;7.38;41.63;;;;;;;;;
33666.0;13985.0;24581.0;14714.0;25857.0;5339.0;45075.0;44446.0;27840.0;7.45;41.61;;;;;;;;;
33667.0;13936.0;24575.0;14734.0;25870.0;5197.0;45013.0;44367.0;27763.0;7.3;41.64;;;;;;;;;
33668.0;13917.0;24670.0;14716.0;25821.0;5389.0;45012.0;44290.0;27772.0;7.45;41.62;;;;;;;;;
33669.0;14006.0;24631.0;14656.0;25896.0;5325.0;45066.0;44379.0;27800.0;7.45;41.63;;;;;;;;;
33670.0;13900.0;24596.0;14666.0;25833.0;5350.0;45074.0;44411.0;27785.0;7.38;41.63;;;;;;;;;
33671.0;13991.0;24593.0;14822.0;25891.0;5359.0;45092.0;44403.0;27735.0;7.38;41.63;;;;;;;;;
33672.0;13976.0;24584.0;14709.0;25830.0;5365.0;45096.0;44341.0;27772.0;7.38;41.62;;;;;;;;;
33673.0;13977.0;24528.0;14756.0;25850.0;5346.0;44985.0;44295.0;27795.0;7.38;41.63;;;;;;;;;
33674.0;13906.0;24654.0;14735.0;25825.0;5366.0;45090.0;44397.0;27815.0;7.38;41.63;;;;;;;;;
33675.0;13967.0;24605.0;14755.0;25912.0;5347.0;45054.0;44369.0;27733.0;7.42;41.62;;;;;;;;;
33676.0;13960.0;24592.0;14719.0;25736.0;5392.0;45008.0;44393.0;27795.0;7.38;41.64;;;;;;;;;
33677.0;13948.0;24543.0;14708.0;25748.0;5359.0;45051.0;44348.0;27771.0;7.45;41.63;;;;;;;;;
33678.0;13945.0;24599.0;14732.0;25755.0;5271.0;45115.0;44385.0;27840.0;7.45;41.63;;;;;;;;;
33679.0;13949.0;24573.0;14755.0;25861.0;5306.0;45088.0;44376.0;27801.0;7.38;41.62;;;;;;;;;
33680.0;13950.0;24618.0;14786.0;25855.0;5322.0;45056.0;44384.0;27771.0;7.45;41.62;;;;;;;;;
33681.0;13965.0;24640.0;14722.0;25808.0;5302.0;45015.0;44345.0;27736.0;7.38;41.62;;;;;;;;;
33682.0;13947.0;24616.0;14805.0;25853.0;5378.0;45089.0;44371.0;27755.0;7.45;41.63;;;;;;;;;
33683.0;14021.0;24651.0;14736.0;25793.0;5316.0;45115.0;44405.0;27838.0;7.38;41.63;;;;;;;;;
33684.0;13981.0;24576.0;14731.0;25814.0;5376.0;45113.0;44366.0;27704.0;7.38;41.63;;;;;;;;;
33685.0;13867.0;24617.0;14674.0;25834.0;5292.0;45049.0;44351.0;27818.0;7.38;41.63;;;;;;;;;
33686.0;13959.0;24580.0;14720.0;25853.0;5395.0;45102.0;44448.0;27717.0;7.38;41.64;;;;;;;;;
33687.0;13996.0;24617.0;14757.0;25828.0;5244.0;45034.0;44419.0;27770.0;7.38;41.65;;;;;;;;;
33688.0;13912.0;24668.0;14733.0;25783.0;5346.0;45081.0;44351.0;27744.0;7.45;41.64;;;;;;;;;
33689.0;14003.0;24657.0;14816.0;25816.0;5299.0;44999.0;44437.0;27729.0;7.45;41.64;;;;;;;;;
33690.0;13830.0;24589.0;14663.0;25807.0;5400.0;45005.0;44445.0;27750.0;7.38;41.63;;;;;;;;;
33691.0;13966.0;24653.0;14752.0;25800.0;5313.0;45017.0;44402.0;27830.0;7.3;41.64;;;;;;;;;
33692.0;13926.0;24554.0;14703.0;25730.0;5371.0;45097.0;44444.0;27743.0;7.3;41.64;;;;;;;;;
33693.0;13947.0;24631.0;14775.0;25845.0;5355.0;45036.0;44407.0;27713.0;7.38;41.63;;;;;;;;;
33694.0;13911.0;24616.0;14728.0;25835.0;5352.0;45077.0;44377.0;27784.0;7.38;41.64;;;;;;;;;
33695.0;13955.0;24622.0;14716.0;25848.0;5319.0;45052.0;44353.0;27819.0;7.38;41.64;;;;;;;;;
33696.0;13936.0;24567.0;14816.0;25810.0;5285.0;45057.0;44381.0;27763.0;7.38;41.64;;;;;;;;;
33697.0;13864.0;24621.0;14783.0;25756.0;5353.0;45035.0;44353.0;27782.0;7.45;41.64;;;;;;;;;
33698.0;13919.0;24587.0;14748.0;25880.0;5358.0;45040.0;44360.0;27837.0;7.38;41.63;;;;;;;;;
33699.0;13918.0;24540.0;14737.0;25784.0;5338.0;45106.0;44364.0;27843.0;7.45;41.63;;;;;;;;;
33700.0;13922.0;24659.0;14706.0;25822.0;5352.0;45051.0;44416.0;27847.0;7.38;41.62;;;;;;;;;
33701.0;13861.0;24564.0;14713.0;25798.0;5395.0;45083.0;44352.0;27861.0;7.45;41.63;;;;;;;;;
33702.0;13962.0;24610.0;14767.0;25809.0;5399.0;45128.0;44392.0;27807.0;7.38;41.63;;;;;;;;;
33703.0;13889.0;24586.0;14725.0;25858.0;5347.0;45054.0;44411.0;27760.0;7.3;41.62;;;;;;;;;
33704.0;13963.0;24599.0;14697.0;25833.0;5424.0;45104.0;44419.0;27779.0;7.45;41.63;;;;;;;;;
33705.0;13932.0;24606.0;14743.0;25789.0;5413.0;44948.0;44389.0;27792.0;7.38;41.64;;;;;;;;;
33706.0;13975.0;24532.0;14762.0;25839.0;5302.0;45020.0;44407.0;27832.0;7.45;41.63;;;;;;;;;
33707.0;13978.0;24521.0;14716.0;25827.0;5369.0;45059.0;44342.0;27796.0;7.45;41.63;;;;;;;;;
33708.0;13935.0;24499.0;14804.0;25868.0;5345.0;44995.0;44326.0;27843.0;7.38;41.63;;;;;;;;;
33709.0;13986.0;24647.0;14734.0;25881.0;5391.0;45058.0;44418.0;27724.0;7.38;41.63;;;;;;;;;
33710.0;13970.0;24570.0;14749.0;25832.0;5292.0;45017.0;44416.0;27821.0;7.38;41.63;;;;;;;;;
33711.0;13949.0;24541.0;14789.0;25848.0;5291.0;45052.0;44423.0;27823.0;7.38;41.64;;;;;;;;;
33712.0;13996.0;24794.0;14708.0;25892.0;5345.0;44936.0;44360.0;27756.0;7.38;41.63;;;;;;;;;
33713.0;13983.0;24794.0;14734.0;25833.0;5315.0;45105.0;44331.0;27785.0;7.38;41.63;;;;;;;;;
33714.0;13904.0;24854.0;14812.0;25902.0;5347.0;45100.0;44369.0;27829.0;7.38;41.64;;;;;;;;;
33715.0;13934.0;24745.0;14723.0;25820.0;5344.0;45119.0;44386.0;27760.0;7.38;41.64;;;;;;;;;
33716.0;13982.0;24836.0;14727.0;25803.0;5346.0;45009.0;44415.0;27758.0;7.45;41.64;;;;;;;;;
33717.0;13854.0;24809.0;14784.0;25842.0;5425.0;45054.0;44396.0;27784.0;7.34;41.63;;;;;;;;;
33718.0;13917.0;24765.0;14761.0;25810.0;5395.0;45088.0;44363.0;27739.0;7.38;41.65;;;;;;;;;
33719.0;13949.0;24788.0;14742.0;25793.0;5294.0;45039.0;44393.0;27774.0;7.45;41.64;;;;;;;;;
33720.0;13965.0;24790.0;14794.0;25749.0;5405.0;45059.0;44360.0;27779.0;7.38;41.64;;;;;;;;;
33721.0;13921.0;24539.0;14722.0;25830.0;5338.0;45105.0;44416.0;27788.0;7.38;41.65;;;;;;;;;
33722.0;13901.0;24599.0;14675.0;25781.0;5323.0;45084.0;44371.0;27809.0;7.38;41.65;;;;;;;;;
33723.0;13960.0;24561.0;14780.0;25839.0;5352.0;45039.0;44353.0;27794.0;7.38;41.63;;;;;;;;;
33724.0;13934.0;24667.0;14769.0;25809.0;5278.0;45034.0;44392.0;27832.0;7.38;41.64;;;;;;;;;
33725.0;13947.0;24590.0;14745.0;25837.0;5305.0;45058.0;44393.0;27754.0;7.38;41.65;;;;;;;;;
33726.0;13917.0;24574.0;14744.0;25776.0;5395.0;45069.0;44351.0;27760.0;7.38;41.65;;;;;;;;;
33727.0;13961.0;24639.0;14740.0;25843.0;5345.0;45052.0;44356.0;27823.0;7.38;41.65;;;;;;;;;
33728.0;13947.0;24874.0;14744.0;25921.0;5339.0;45108.0;44349.0;27782.0;7.38;41.64;;;;;;;;;
33729.0;13960.0;24832.0;14720.0;25804.0;5351.0;45043.0;44425.0;27741.0;7.45;41.64;;;;;;;;;
33730.0;13935.0;24626.0;14747.0;25799.0;5364.0;45130.0;44363.0;27843.0;7.38;41.64;;;;;;;;;
33731.0;13972.0;24636.0;14718.0;25793.0;5352.0;45026.0;44382.0;27739.0;7.38;41.64;;;;;;;;;
33732.0;14005.0;24630.0;14723.0;25776.0;5361.0;45083.0;44311.0;27754.0;7.45;41.64;;;;;;;;;
33733.0;13893.0;24637.0;14759.0;25795.0;5342.0;45016.0;44361.0;27782.0;7.38;41.65;;;;;;;;;
33734.0;13922.0;24784.0;14780.0;25804.0;5327.0;45045.0;44371.0;27832.0;7.3;41.65;;;;;;;;;
33735.0;13898.0;24632.0;14721.0;25850.0;5332.0;45046.0;44434.0;27767.0;7.38;41.64;;;;;;;;;
33736.0;13910.0;24889.0;14695.0;25802.0;5332.0;45033.0;44420.0;27765.0;7.42;41.63;;;;;;;;;
33737.0;13988.0;24888.0;14766.0;25872.0;5367.0;45047.0;44394.0;27758.0;7.45;41.65;;;;;;;;;
33738.0;13910.0;24630.0;14704.0;25893.0;5369.0;45038.0;44407.0;27793.0;7.38;41.65;;;;;;;;;
33739.0;13942.0;24626.0;14738.0;25868.0;5313.0;45028.0;44404.0;27779.0;7.38;41.66;;;;;;;;;
33740.0;13934.0;24568.0;14756.0;25787.0;5341.0;45038.0;44380.0;27771.0;7.38;41.65;;;;;;;;;
33741.0;13964.0;24653.0;14777.0;25853.0;5344.0;45067.0;44427.0;27795.0;7.38;41.64;;;;;;;;;
33742.0;13979.0;24686.0;14808.0;25798.0;5256.0;45014.0;44355.0;27738.0;7.45;41.64;;;;;;;;;
33743.0;14013.0;24637.0;14800.0;25765.0;5389.0;45125.0;44373.0;27809.0;7.53;41.66;;;;;;;;;
33744.0;13958.0;24647.0;14662.0;25748.0;5357.0;45081.0;44325.0;27800.0;7.38;41.65;;;;;;;;;
33745.0;13882.0;24623.0;14792.0;25857.0;5363.0;45082.0;44330.0;27773.0;7.38;41.65;;;;;;;;;
33746.0;13923.0;24612.0;14737.0;25783.0;5384.0;44997.0;44354.0;27811.0;7.38;41.66;;;;;;;;;
33747.0;13884.0;24571.0;14793.0;25853.0;5294.0;45086.0;44332.0;27863.0;7.38;41.66;;;;;;;;;
33748.0;13926.0;24593.0;14751.0;25892.0;5364.0;44954.0;44354.0;27809.0;7.38;41.63;;;;;;;;;
33749.0;13869.0;24612.0;14792.0;25885.0;5341.0;45064.0;44392.0;27743.0;7.38;41.64;;;;;;;;;
33750.0;13928.0;24580.0;14717.0;25797.0;5422.0;45037.0;44339.0;27748.0;7.38;41.64;;;;;;;;;
33751.0;13996.0;24659.0;14678.0;25797.0;5306.0;45043.0;44350.0;27776.0;7.38;41.64;;;;;;;;;
33752.0;13919.0;24617.0;14711.0;25868.0;5272.0;44972.0;44378.0;27807.0;7.38;41.66;;;;;;;;;
33753.0;14012.0;24604.0;14747.0;25873.0;5343.0;45104.0;44394.0;27775.0;7.6;41.66;;;;;;;;;
33754.0;13942.0;24578.0;14775.0;25908.0;5342.0;45006.0;44451.0;27816.0;7.38;41.63;;;;;;;;;
33755.0;13958.0;24636.0;14814.0;25881.0;5327.0;45018.0;44427.0;27828.0;7.38;41.64;;;;;;;;;
33756.0;13975.0;24611.0;14779.0;25883.0;5429.0;44979.0;44352.0;27841.0;7.38;41.64;;;;;;;;;
33757.0;13905.0;24587.0;14741.0;25728.0;5391.0;45018.0;44357.0;27784.0;7.34;41.65;;;;;;;;;
33758.0;14001.0;24645.0;14787.0;25794.0;5346.0;45075.0;44358.0;27773.0;7.38;41.65;;;;;;;;;
33759.0;13957.0;24589.0;14810.0;25814.0;5357.0;45064.0;44493.0;27831.0;7.45;41.63;;;;;;;;;
33760.0;13962.0;24621.0;14712.0;25890.0;5361.0;45020.0;44389.0;27734.0;7.38;41.64;;;;;;;;;
33761.0;13952.0;24661.0;14717.0;25852.0;5304.0;45060.0;44367.0;27709.0;7.45;41.64;;;;;;;;;
33762.0;13916.0;24623.0;14782.0;25874.0;5261.0;45048.0;44345.0;27810.0;7.3;41.66;;;;;;;;;
33763.0;13958.0;24576.0;14749.0;25843.0;5351.0;45072.0;44362.0;27818.0;7.38;41.65;;;;;;;;;
33764.0;13918.0;24599.0;14813.0;25827.0;5361.0;45016.0;44377.0;27790.0;7.38;41.64;;;;;;;;;
33765.0;13962.0;24585.0;14716.0;25761.0;5310.0;45050.0;44428.0;27803.0;7.38;41.65;;;;;;;;;
33766.0;13920.0;24577.0;14802.0;25803.0;5284.0;45161.0;44405.0;27759.0;7.38;41.64;;;;;;;;;
33767.0;13952.0;24533.0;14717.0;25807.0;5325.0;45090.0;44388.0;27687.0;7.38;41.64;;;;;;;;;
33768.0;13913.0;24662.0;14686.0;25845.0;5396.0;45148.0;44399.0;27771.0;7.38;41.65;;;;;;;;;
33769.0;13990.0;24516.0;14699.0;25835.0;5371.0;45152.0;44428.0;27835.0;7.38;41.65;;;;;;;;;
33770.0;13884.0;24545.0;14763.0;25789.0;5349.0;45136.0;44410.0;27746.0;7.38;41.65;;;;;;;;;
33771.0;13943.0;24565.0;14717.0;25876.0;5341.0;45123.0;44401.0;27806.0;7.38;41.64;;;;;;;;;
33772.0;13905.0;24580.0;14735.0;25785.0;5300.0;45106.0;44356.0;27741.0;7.38;41.63;;;;;;;;;
33773.0;13890.0;24607.0;14698.0;25820.0;5365.0;45063.0;44345.0;27795.0;7.38;41.65;;;;;;;;;
33774.0;13954.0;24489.0;14679.0;25814.0;5322.0;45041.0;44378.0;27783.0;7.38;41.64;;;;;;;;;
33775.0;13929.0;24574.0;14772.0;25793.0;5322.0;45061.0;44327.0;27745.0;7.3;41.64;;;;;;;;;
33776.0;13925.0;24607.0;14685.0;25808.0;5290.0;45066.0;44382.0;27765.0;7.42;41.63;;;;;;;;;
33777.0;13932.0;24637.0;14640.0;25850.0;5414.0;45059.0;44388.0;27831.0;7.38;41.64;;;;;;;;;
33778.0;13955.0;24596.0;14723.0;25805.0;5316.0;45009.0;44344.0;27786.0;7.38;41.64;;;;;;;;;
33779.0;13920.0;24596.0;14768.0;25780.0;5381.0;45023.0;44376.0;27809.0;7.38;41.63;;;;;;;;;
33780.0;13929.0;24526.0;14686.0;25748.0;5323.0;45036.0;44442.0;27848.0;7.38;41.64;;;;;;;;;
33781.0;13907.0;24589.0;14728.0;25798.0;5271.0;45001.0;44373.0;27760.0;7.38;41.64;;;;;;;;;
33782.0;13947.0;24537.0;14730.0;25811.0;5368.0;45098.0;44374.0;27795.0;7.38;41.63;;;;;;;;;
33783.0;13897.0;24566.0;14740.0;25759.0;5301.0;45079.0;44368.0;27751.0;7.34;41.66;;;;;;;;;
33784.0;13878.0;24570.0;14681.0;25692.0;5291.0;44997.0;44380.0;27765.0;7.38;41.65;;;;;;;;;
33785.0;13862.0;24682.0;14679.0;25756.0;5298.0;45025.0;44363.0;27812.0;7.38;41.65;;;;;;;;;
33786.0;13986.0;24583.0;14751.0;25801.0;5337.0;45101.0;44292.0;27773.0;7.38;41.63;;;;;;;;;
33787.0;13881.0;24575.0;14744.0;25747.0;5258.0;45104.0;44325.0;27773.0;7.38;41.65;;;;;;;;;
33788.0;13961.0;24545.0;14688.0;25819.0;5311.0;45023.0;44444.0;27718.0;7.38;41.64;;;;;;;;;
33789.0;13900.0;24552.0;14760.0;25828.0;5379.0;45045.0;44393.0;27804.0;7.38;41.64;;;;;;;;;
33790.0;14003.0;24618.0;14729.0;25814.0;5323.0;45130.0;44330.0;27762.0;7.45;41.64;;;;;;;;;
33791.0;13889.0;24619.0;14762.0;25831.0;5321.0;45149.0;44347.0;27711.0;7.45;41.65;;;;;;;;;
33792.0;13941.0;24669.0;14783.0;25866.0;5395.0;45123.0;44400.0;27735.0;7.38;41.64;;;;;;;;;
33793.0;13961.0;24579.0;14730.0;25813.0;5337.0;45091.0;44438.0;27780.0;7.38;41.65;;;;;;;;;
33794.0;13913.0;24646.0;14709.0;25853.0;5341.0;45090.0;44402.0;27794.0;7.45;41.63;;;;;;;;;
33795.0;13937.0;24610.0;14728.0;25865.0;5326.0;45052.0;44377.0;27758.0;7.38;41.63;;;;;;;;;
33796.0;13971.0;24559.0;14759.0;25839.0;5320.0;45093.0;44404.0;27838.0;7.38;41.66;;;;;;;;;
33797.0;13963.0;24615.0;14775.0;25839.0;5354.0;45098.0;44409.0;27797.0;7.38;41.65;;;;;;;;;
33798.0;13905.0;24643.0;14738.0;25837.0;5357.0;45016.0;44317.0;27734.0;7.38;41.65;;;;;;;;;
33799.0;14017.0;24558.0;14734.0;25803.0;5424.0;45146.0;44380.0;27759.0;7.38;41.66;;;;;;;;;
33800.0;13915.0;24532.0;14762.0;25840.0;5372.0;45124.0;44438.0;27828.0;7.34;41.64;;;;;;;;;
33801.0;13990.0;24639.0;14786.0;25797.0;5377.0;45061.0;44391.0;27837.0;7.3;41.63;;;;;;;;;
33802.0;13940.0;24503.0;14759.0;25754.0;5327.0;45067.0;44460.0;27731.0;7.38;41.64;;;;;;;;;
33803.0;13990.0;24617.0;14751.0;25818.0;5390.0;45030.0;44309.0;27787.0;7.45;41.64;;;;;;;;;
33804.0;13921.0;24575.0;14743.0;25788.0;5371.0;45111.0;44370.0;27852.0;7.38;41.64;;;;;;;;;
33805.0;14004.0;24513.0;14777.0;25842.0;5248.0;45080.0;44431.0;27711.0;7.42;41.64;;;;;;;;;
33806.0;13968.0;24598.0;14740.0;25781.0;5298.0;45081.0;44415.0;27801.0;7.42;41.63;;;;;;;;;
33807.0;13878.0;24604.0;14759.0;25727.0;5318.0;45082.0;44389.0;27806.0;7.38;41.64;;;;;;;;;
33808.0;13973.0;24635.0;14691.0;25828.0;5353.0;45111.0;44386.0;27723.0;7.53;41.65;;;;;;;;;
33809.0;13882.0;24618.0;14682.0;25823.0;5319.0;45137.0;44400.0;27760.0;7.38;41.63;;;;;;;;;
33810.0;13983.0;24545.0;14725.0;25762.0;5376.0;45096.0;44303.0;27745.0;7.45;41.65;;;;;;;;;
33811.0;13973.0;24581.0;14754.0;25811.0;5382.0;45056.0;44393.0;27709.0;7.45;41.64;;;;;;;;;
33812.0;13879.0;24475.0;14721.0;25811.0;5284.0;45110.0;44376.0;27767.0;7.45;41.63;;;;;;;;;
33813.0;14032.0;24585.0;14698.0;25812.0;5346.0;45148.0;44331.0;27774.0;7.38;41.64;;;;;;;;;
33814.0;14022.0;24581.0;14819.0;25843.0;5274.0;45043.0;44325.0;27764.0;7.45;41.65;;;;;;;;;
33815.0;14004.0;24520.0;14794.0;25808.0;5318.0;45097.0;44397.0;27709.0;7.38;41.63;;;;;;;;;
33816.0;13952.0;24530.0;14743.0;25833.0;5355.0;45113.0;44392.0;27825.0;7.3;41.65;;;;;;;;;
33817.0;13874.0;24540.0;14763.0;25881.0;5289.0;45104.0;44378.0;27816.0;7.38;41.63;;;;;;;;;
33818.0;13944.0;24569.0;14718.0;25830.0;5389.0;45059.0;44387.0;27734.0;7.38;41.64;;;;;;;;;
33819.0;13926.0;24607.0;14698.0;25770.0;5330.0;45060.0;44422.0;27760.0;7.38;41.62;;;;;;;;;
33820.0;13904.0;24547.0;14744.0;25791.0;5330.0;45080.0;44362.0;27743.0;7.38;41.64;;;;;;;;;
33821.0;13945.0;24595.0;14744.0;25815.0;5333.0;45166.0;44376.0;27817.0;7.42;41.64;;;;;;;;;
33822.0;13941.0;24546.0;14714.0;25788.0;5395.0;45098.0;44336.0;27760.0;7.38;41.64;;;;;;;;;
33823.0;13981.0;24648.0;14682.0;25796.0;5438.0;45180.0;44341.0;27855.0;7.38;41.64;;;;;;;;;
33824.0;13910.0;24551.0;14734.0;25831.0;5338.0;45125.0;44375.0;27818.0;7.38;41.63;;;;;;;;;
33825.0;13967.0;24523.0;14783.0;25763.0;5349.0;45104.0;44385.0;27785.0;7.38;41.63;;;;;;;;;
33826.0;13991.0;24535.0;14670.0;25825.0;5362.0;45141.0;44416.0;27743.0;7.45;41.64;;;;;;;;;
33827.0;13975.0;24596.0;14728.0;25836.0;5409.0;45054.0;44375.0;27798.0;7.38;41.64;;;;;;;;;
33828.0;13898.0;24477.0;14673.0;25817.0;5304.0;45050.0;44377.0;27793.0;7.38;41.65;;;;;;;;;
33829.0;13973.0;24568.0;14687.0;25848.0;5307.0;45120.0;44337.0;27810.0;7.45;41.65;;;;;;;;;
33830.0;13900.0;24591.0;14788.0;25765.0;5305.0;44996.0;44362.0;27794.0;7.38;41.64;;;;;;;;;
